fen                                                                   ,line                                                ,depth ,knodes    ,cp      ,mate
r2qr1k1/5pp1/p2pb2p/np1N4/2p1PQ2/1B4RP/PPP2PP1/R5K1 w - -             ,c2c3 e6d5 b3c2 d5c6 f4h6 g7g6 e4e5 e8e6 c2f5 d8f8   ,   17 ,     3849 ,0.0     ,
r2qr1k1/5pp1/p2pb2p/np1N4/2p1PQ2/1B4RP/PPP2PP1/R5K1 w - -             ,a2a4 e6d5 e4d5 d8e7 b3a2 e7e5 f4e5 d6e5 b2b3 e8d8   ,   17 ,     3849 ,-36.0   ,
r2qr1k1/5pp1/p2pb2p/np1N4/2p1PQ2/1B4RP/PPP2PP1/R5K1 w - -             ,f4h6 g7g6 d5f4 d8f6 f4g6 f7g6 g3g6 f6g6 h6g6 g8f8   ,   16 ,     7366 ,497.0   ,
r2qr1k1/5pp1/p2pb2p/np1N4/2p1PQ2/1B4RP/PPP2PP1/R5K1 w - -             ,b3c4 g8h8 c4d3 a5c6 a1d1 e6d5 e4d5 c6e5 c2c3 a8c8   ,   16 ,     7366 ,169.0   ,
r2qr1k1/5pp1/p2pb2p/np1N4/2p1PQ2/1B4RP/PPP2PP1/R5K1 w - -             ,c2c3 e6d5 b3c2 d5c6 f4h6 g7g6 e4e5 e8e6 f2f4 d8f8   ,   16 ,     7366 ,25.0    ,
r2qr1k1/5pp1/p2pb2p/np1N4/2p1PQ2/1B4RP/PPP2PP1/R5K1 w - -             ,a2a4 e6d5 e4d5 d8e7 b3a2 a5b7 f4h6 e7e5 h6c1 b7c5   ,   16 ,     7366 ,-36.0   ,
r2qr1k1/5pp1/p2pb2p/np1N4/2p1PQ2/1B4RP/PPP2PP1/R5K1 w - -             ,d5f6 g8h8 f6e8 d8e8 f4d6 a5c6 d6c5 a8d8 f2f4 f7f6   ,   16 ,     7366 ,-37.0   ,
5rk1/pp1b1ppp/4p3/4P3/1q1p1Pn1/2NB1N2/P2K2PP/1R3Q2 b - -              ,d4c3 d2e2 b4f4 f1c1 f4c1 b1c1 d7c6 c1c3 f8d8 c3a3   ,   27 ,    27283 ,-404.0  ,
4Q1K1/8/1pk5/p1n5/P4r2/8/8/8 b - -                                    ,c6b7 e8e7 b7c6 e7e8 c5d7 e8g6 f4f6 g6g2 c6c7 g2h2   ,   36 ,     2158 ,-6.0    ,
1r1r2k1/7p/2p1q1pB/p1Pn1p2/Rb2p2P/1Q4P1/4PPB1/2R3K1 w - -             ,b3a2 f5f4 h6f4 d5f4 g3f4 d8d5 c1c4 e4e3 g2d5 c6d5   ,   29 ,    20071 ,0.0     ,
8/3k4/8/3B4/2NK4/8/8/8 w - -                                          ,d4e5 d7e7 c4b6 e7f8 e5f6 f8e8 d5c4 e8f8 b6d7 f8e8   ,   65 ,   197826 ,        ,19.0
k1r5/pb6/4q3/3p1p2/3Q1P2/P7/1BP3PP/3K1R2 b - -                        ,e6g6 f1f2 g6h5 d1d2 h5h2 d4e5 h2g1 b2d4 c8c4 e5h8   ,   23 ,     1356 ,85.0    ,
1Kb5/2PBk3/8/4Bppp/8/p5P1/4PP1P/8 b - -                               ,e7d7 f2f4 g5g4 e5c3 c8a6 c3b4 a3a2 b4c3 a6c8 c3e5   ,   24 ,     3134 ,14.0    ,
1Kb5/2PBk3/8/4Bppp/8/p5P1/4PP1P/8 b - -                               ,c8d7 c7c8r d7c8 b8c8 e7e6 e5a1 e6e7 c8c7 e7e6 c7c6  ,   24 ,     3134 ,487.0   ,
8/3B4/6k1/p2b1p2/5P1p/P7/1P4P1/6K1 w - -                              ,b2b4 g6f6 b4a5 d5c4 g1h2 c4a6 h2h3 f6g6 h3h4 a6b7   ,   28 ,    19220 ,625.0   ,
8/3B4/6k1/p2b1p2/5P1p/P7/1P4P1/6K1 w - -                              ,g1h2 d5b3 h2h3 g6f6 h3h4 f6g6 h4g3 g6f6 g3f2 f6g6   ,   28 ,    19220 ,597.0   ,
8/3B4/6k1/p2b1p2/5P1p/P7/1P4P1/6K1 w - -                              ,d7e8 g6f6 b2b4 f6e7 e8b5 a5b4 a3b4 d5e4 g1h2 e4b7   ,   26 ,    30445 ,617.0   ,
8/3B4/6k1/p2b1p2/5P1p/P7/1P4P1/6K1 w - -                              ,b2b4 a5b4 d7e8 g6f6 a3b4 f6e7 e8b5 d5e4 g1h2 e4b7   ,   26 ,    30445 ,617.0   ,
8/3B4/6k1/p2b1p2/5P1p/P7/1P4P1/6K1 w - -                              ,g1h2 d5b3 h2h3 a5a4 h3h4 g6f6 h4g3 f6g6 g3f2 b3c2   ,   26 ,    30445 ,588.0   ,
8/3B4/6k1/p2b1p2/5P1p/P7/1P4P1/6K1 w - -                              ,b2b4 d5e4 d7e8 g6f6 b4a5 e4d3 e8c6 f6e6 c6b7 e6d6   ,   20 ,    11967 ,572.0   ,
8/3B4/6k1/p2b1p2/5P1p/P7/1P4P1/6K1 w - -                              ,d7e8 g6f6 b2b4 a5b4 a3b4 f6e7 e8b5 d5e4 g1h2 e4a8   ,   20 ,    11967 ,554.0   ,
8/3B4/6k1/p2b1p2/5P1p/P7/1P4P1/6K1 w - -                              ,g1h2 d5b3 d7b5 g6f6 h2h3 a5a4 b5d3 b3e6 h3h4 e6d7   ,   20 ,    11967 ,492.0   ,
8/3B4/6k1/p2b1p2/5P1p/P7/1P4P1/6K1 w - -                              ,d7b5 d5b3 g1h2 g6f6 h2h3 a5a4 b5d3 b3e6 h3h4 e6d7   ,   20 ,    11967 ,492.0   ,
8/3B4/6k1/p2b1p2/5P1p/P7/1P4P1/6K1 w - -                              ,g1f2 g6f6 f2g1 d5b3 g1h2 a5a4 h2h3 b3c2 d7c6 c2b3   ,   20 ,    11967 ,492.0   ,
8/2r5/4np2/3Npk1p/R6P/P3KP2/1P6/8 w - -                               ,d5c7 e6c7 a4c4 c7d5 e3f2 d5f4 c4c3 f5e6 a3a4 f4d5   ,   29 ,   111668 ,740.0   ,
8/2r5/4np2/3Npk1p/R6P/P3KP2/1P6/8 w - -                               ,d5c7 e6c7 a4c4 c7d5 e3f2 d5f4 b2b4 f4d3 f2e3 d3b2   ,   22 ,     6315 ,565.0   ,
8/2r5/4np2/3Npk1p/R6P/P3KP2/1P6/8 w - -                               ,a4a6 c7f7 a6b6 e6c7 d5c3 e5e4 f3e4 f5g4 a3a4 g4h4   ,   22 ,     6315 ,270.0   ,
8/2r5/4np2/3Npk1p/R6P/P3KP2/1P6/8 w - -                               ,d5c7 e6c7 a4c4 c7d5 e3f2 f5e6 a3a4 e6d7 a4a5 d5c7   ,   19 ,    12690 ,628.0   ,
8/2r5/4np2/3Npk1p/R6P/P3KP2/1P6/8 w - -                               ,a4a6 c7f7 a6b6 e6f8 a3a4 f8g6 a4a5 g6h4 a5a6 h4g2   ,   19 ,    12690 ,276.0   ,
8/2r5/4np2/3Npk1p/R6P/P3KP2/1P6/8 w - -                               ,a4a5 c7d7 e3f2 e6d4 d5e3 f5g6 a5a6 d4b3 e3c4 g6g7   ,   19 ,    12690 ,99.0    ,
8/2r5/4np2/3Npk1p/R6P/P3KP2/1P6/8 w - -                               ,d5c7 e6c7 a4c4 c7d5 e3f2 f5e6 a3a4 e6d7 a4a5 d5c7   ,   15 ,     3566 ,544.0   ,
8/2r5/4np2/3Npk1p/R6P/P3KP2/1P6/8 w - -                               ,a4a6 c7f7 a6b6 e6c7 d5c3 f7d7 b2b4 d7d4 b6c6 c7d5   ,   15 ,     3566 ,219.0   ,
8/2r5/4np2/3Npk1p/R6P/P3KP2/1P6/8 w - -                               ,a4a5 c7d7 e3f2 e6d4 d5e3 f5g6 a5d5 d7b7 b2b4 b7c7   ,   15 ,     3566 ,93.0    ,
8/2r5/4np2/3Npk1p/R6P/P3KP2/1P6/8 w - -                               ,e3f2 c7c2 f2e3 e6c5 a4a5 f5e6 d5c3 e6d6 c3b5 d6c6   ,   15 ,     3566 ,80.0    ,
8/2r5/4np2/3Npk1p/R6P/P3KP2/1P6/8 w - -                               ,b2b4 c7d7 a4a5 e6d4 e3f2 d4c2 a3a4 f5e6 a5c5 d7d5   ,   15 ,     3566 ,62.0    ,
r2q1rk1/pp3ppp/1bn1bn2/1B1p2B1/3N4/1NP5/PP3PPP/R2Q1RK1 b - -          ,e6d7 a2a4 h7h6 g5h4 a7a5 d4f3 g7g5 h4g3 f6e4 d1d5   ,   26 ,    18548 ,12.0    ,
r2q1rk1/pp3ppp/1bn1bn2/1B1p2B1/3N4/1NP5/PP3PPP/R2Q1RK1 b - -          ,e6d7 a2a4 h7h6 g5h4 c6d4 b3d4 d7b5 a4b5 d8d6 d1d3   ,   20 ,    15466 ,8.0     ,
r2q1rk1/pp3ppp/1bn1bn2/1B1p2B1/3N4/1NP5/PP3PPP/R2Q1RK1 b - -          ,h7h6 g5h4 e6d7 a2a4 c6d4 b3d4 d7b5 a4b5 d8d6 d1d3   ,   20 ,    15466 ,9.0     ,
r2q1rk1/pp3ppp/1bn1bn2/1B1p2B1/3N4/1NP5/PP3PPP/R2Q1RK1 b - -          ,c6d4 b3d4 h7h6 g5h4 g7g5 h4g3 f6e4 g3e5 e6d7 b5d7   ,   20 ,    15466 ,20.0    ,
r2q1rk1/pp3ppp/1bn1bn2/1B1p2B1/3N4/1NP5/PP3PPP/R2Q1RK1 b - -          ,a8c8 g5h4 e6d7 a2a4 c6d4 b3d4 d7b5 d4b5 f8e8 a4a5   ,   20 ,    15466 ,27.0    ,
r2q1rk1/pp3ppp/1bn1bn2/1B1p2B1/3N4/1NP5/PP3PPP/R2Q1RK1 b - -          ,b6c7 f1e1 c6d4 d1d4 d8d6 d4h4 f6e4 g5e7 c7d8 e7d8   ,   20 ,    15466 ,53.0    ,
r1bqk2r/2ppbppp/p1n2n2/1p2p3/4P3/1BPP1N2/PP3PPP/RNBQK2R b KQkq -      ,d7d5 e1h1 d5e4 d3e4 d8d1 f1d1 e8h8 c1g5 a8b8 b1d2   ,   36 ,    34056 ,1.0     ,
r1bqk2r/2ppbppp/p1n2n2/1p2p3/4P3/1BPP1N2/PP3PPP/RNBQK2R b KQkq -      ,d7d5 b1d2 d5e4 d2e4 f6e4 d3e4 d8d1 e1d1 f7f6 b3d5   ,   32 ,    95218 ,6.0     ,
r1bqk2r/2ppbppp/p1n2n2/1p2p3/4P3/1BPP1N2/PP3PPP/RNBQK2R b KQkq -      ,e8h8 b1d2 d7d5 e1h1 c8e6 f1e1 d8d6 e4d5 e6d5 d2e4   ,   32 ,    95218 ,9.0     ,
r1bqk2r/2ppbppp/p1n2n2/1p2p3/4P3/1BPP1N2/PP3PPP/RNBQK2R b KQkq -      ,d7d6 h2h3 c8b7 e1h1 c6a5 b3c2 c7c5 f1e1 e8h8 b1d2   ,   32 ,    95218 ,14.0    ,
r1bqk2r/2ppbppp/p1n2n2/1p2p3/4P3/1BPP1N2/PP3PPP/RNBQK2R b KQkq -      ,e8h8 e1h1 d7d5 b1d2 c8e6 f1e1 d8d6 e4d5 e6d5 d2e4   ,   27 ,    55095 ,2.0     ,
r1bqk2r/2ppbppp/p1n2n2/1p2p3/4P3/1BPP1N2/PP3PPP/RNBQK2R b KQkq -      ,d7d5 e1h1 e8h8 b1d2 c8e6 f1e1 d8d6 e4d5 e6d5 d2e4   ,   27 ,    55095 ,3.0     ,
r1bqk2r/2ppbppp/p1n2n2/1p2p3/4P3/1BPP1N2/PP3PPP/RNBQK2R b KQkq -      ,c8b7 b1d2 d7d5 e1h1 d5e4 d3e4 e8h8 d1e2 e7d6 b3c2   ,   27 ,    55095 ,17.0    ,
r1bqk2r/2ppbppp/p1n2n2/1p2p3/4P3/1BPP1N2/PP3PPP/RNBQK2R b KQkq -      ,d7d6 e1h1 e8h8 a2a4 c8d7 b3c2 d6d5 f1e1 d5e4 d3e4   ,   27 ,    55095 ,23.0    ,
r1bqk2r/2ppbppp/p1n2n2/1p2p3/4P3/1BPP1N2/PP3PPP/RNBQK2R b KQkq -      ,d7d5 b1d2 d5e4 d3e4 e8h8 e1h1 a8b8 h2h3 h7h6 f1e1   ,   26 ,    95295 ,5.0     ,
r1bqk2r/2ppbppp/p1n2n2/1p2p3/4P3/1BPP1N2/PP3PPP/RNBQK2R b KQkq -      ,e8h8 b1d2 d7d5 e1h1 d5e4 d2e4 h7h6 a2a4 c8f5 a4b5   ,   26 ,    95295 ,7.0     ,
r1bqk2r/2ppbppp/p1n2n2/1p2p3/4P3/1BPP1N2/PP3PPP/RNBQK2R b KQkq -      ,d7d6 e1h1 e8h8 h2h3 c8b7 a2a4 c6a5 b3a2 c7c5 b1a3   ,   26 ,    95295 ,19.0    ,
r1bqk2r/2ppbppp/p1n2n2/1p2p3/4P3/1BPP1N2/PP3PPP/RNBQK2R b KQkq -      ,h7h6 e1h1 e8h8 d3d4 d7d6 h2h3 c8b7 f1e1 f8e8 b1d2   ,   26 ,    95295 ,25.0    ,
r1bqk2r/2ppbppp/p1n2n2/1p2p3/4P3/1BPP1N2/PP3PPP/RNBQK2R b KQkq -      ,c8b7 b1d2 d7d5 e1h1 e8h8 a2a4 d5e4 d3e4 e7d6 b3c2   ,   26 ,    95295 ,26.0    ,
1k6/ppp3q1/8/4r3/8/8/3B1PPP/R4QK1 w - -                               ,d2c3 g7e7 c3e5 e7e5 a1e1 e5h8 f1b5 c7c6 b5c5 b8c7   ,   32 ,   486961 ,918.0   ,
1k6/ppp3q1/8/4r3/8/8/3B1PPP/R4QK1 w - -                               ,d2c3 g7e7 c3e5 e7e5 a1e1 e5h8 f2f4 a7a6 f4f5 h8f6   ,   27 ,   456642 ,838.0   ,
1k6/ppp3q1/8/4r3/8/8/3B1PPP/R4QK1 w - -                               ,f1d3 e5e8 a1c1 g7g4 h2h3 g4h4 d3f3 h4e4 f3e4 e8e4   ,   27 ,   456642 ,542.0   ,
1k6/ppp3q1/8/4r3/8/8/3B1PPP/R4QK1 w - -                               ,h2h4 e5d5 d2f4 a7a5 a1c1 b8a7 f1e1 c7c6 e1e8 g7d7   ,   27 ,   456642 ,533.0   ,
1k6/ppp3q1/8/4r3/8/8/3B1PPP/R4QK1 w - -                               ,d2f4 e5f5 f4g3 f5f8 f1e1 b8a8 h2h4 a7a6 a1d1 g7g4   ,   27 ,   456642 ,523.0   ,
1k6/ppp3q1/8/4r3/8/8/3B1PPP/R4QK1 w - -                               ,h2h3 e5f5 d2e3 a7a6 f1d1 f5f8 d1a4 g7e7 h3h4 f8f5   ,   27 ,   456642 ,501.0   ,
8/8/8/8/q2k4/8/K7/3N4 w - -                                           ,a2b2 a4d1 b2a3 d1b1 a3a4 d4c4 a4a3 b1a1             ,   99 ,      199 ,        ,-4.0
r5k1/1b1r1pp1/p2P4/1p5Q/1P1b4/P7/6PP/5R1K w - -                       ,h5f5 a8d8 h2h3 d4f6 f1d1 d7d6 d1d6 d8d6 f5f4 d6d1   ,   26 ,    51368 ,-463.0  ,
2kr3r/1ppqn1pp/p1pb1p2/4p3/3PP1b1/2P2NN1/PP3PPP/R1BQR1K1 b - -        ,e7g6 d4d5 c6d5 h2h3 g4f3 d1f3 d5e4 f3e4 g6e7 a2a4   ,   26 ,    29530 ,-163.0  ,
2kr3r/1ppqn1pp/p1pb1p2/4p3/3PP1b1/2P2NN1/PP3PPP/R1BQR1K1 b - -        ,e7g6 d4d5 c6d5 h2h3 g4h3 g2h3 d5e4 e1e4 f6f5 e4c4   ,   24 ,    11898 ,-164.0  ,
2kr3r/1ppqn1pp/p1pb1p2/4p3/3PP1b1/2P2NN1/PP3PPP/R1BQR1K1 b - -        ,e5d4 c3d4 e7g6 d1b3 g4f3 b3f3 d6g3 h2g3 d7d4 c1e3   ,   24 ,    11898 ,-153.0  ,
2kr3r/1ppqn1pp/p1pb1p2/4p3/3PP1b1/2P2NN1/PP3PPP/R1BQR1K1 b - -        ,g4f3 d1f3 e5d4 c3d4 d6g3 f3g3 d7d4 g3g7 e7g6 g7f7   ,   24 ,    11898 ,-60.0   ,
8/8/1p3b2/8/4k3/R4p2/PP5P/2K5 w - -                                   ,c1d2 f6d4 a3a4 e4e5 d2e1 d4c5 e1f1 c5e3 h2h4 e5d5   ,   27 ,    22486 ,609.0   ,
8/8/1p3b2/8/4k3/R4p2/PP5P/2K5 w - -                                   ,c1d1 f6b2 a3b3 b2e5 h2h4 e4f4 d1e1 f4g3 e1f1 g3h4   ,   27 ,    22486 ,492.0   ,
7K/8/8/8/2Q5/8/1p6/2k5 b - -                                          ,c1d1 c4b3 d1c1 b3c3 c1b1 h8g7 b1a2 c3c4 a2a1 c4a6   ,   98 ,    20412 ,        ,19.0
7K/8/8/8/2Q5/8/1p6/2k5 b - -                                          ,c1d2 c4b3 d2c1 b3c3 c1b1 h8h7 b1a2 c3c4 a2a1 c4a4   ,   56 ,    50511 ,        ,20.0
7K/8/8/8/2Q5/8/1p6/2k5 b - -                                          ,c1d1 c4b3 d1c1 b3c3 c1b1 h8h7 b1a2 c3c4 a2a1 c4a4   ,   56 ,    50511 ,        ,20.0
7K/8/8/8/2Q5/8/1p6/2k5 b - -                                          ,c1b1 h8h7 b1a1 c4a4 a1b1 h7g6 b1c1 a4c4 c1d1 c4b3   ,   56 ,    50511 ,        ,17.0
rnbqkbnr/ppp1pppp/3p4/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,d2d4 g8f6 b1c3 e7e5 g1f3 b8d7 f1c4 f8e7 a2a4 e8h8   ,   56 , 73682568 ,34.0    ,
rnbqkbnr/ppp1pppp/3p4/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,b1c3 c7c5 g1e2 a7a6 d2d4 c5d4 e2d4 g8f6 h2h3 e7e5   ,   56 , 73682568 ,30.0    ,
rnbqkbnr/ppp1pppp/3p4/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,g1f3 c7c5 d2d4 c5d4 f3d4 g8f6 b1c3 a7a6 h2h3 e7e5   ,   56 , 73682568 ,25.0    ,
rnbqkbnr/ppp1pppp/3p4/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,g1e2 g8f6 b1c3 e7e6 d2d4 d6d5 e2g3 c7c5 c1g5 c5d4   ,   56 , 73682568 ,15.0    ,
rnbqkbnr/ppp1pppp/3p4/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,c2c3 g8f6 d1c2 g7g6 g1f3 f8g7 d2d4 e8h8 f1e2 c7c5   ,   56 , 73682568 ,12.0    ,
rnbqkbnr/ppp1pppp/3p4/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,d2d4 e7e5 g1f3 g8f6 b1c3 e5d4 f3d4 f8e7 c1f4 e8h8   ,   24 ,    33919 ,44.0    ,
rnbqkbnr/ppp1pppp/3p4/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,g1f3 g8f6 b1c3 c7c5 d2d4 c5d4 f3d4 a7a6 f2f3 e7e5   ,   24 ,    33919 ,35.0    ,
rnbqkbnr/ppp1pppp/3p4/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,g1f3 g8f6 b1c3 c7c5 d2d4 c5d4 f3d4 a7a6 f2f3 e7e5   ,   24 ,    33919 ,35.0    ,
rnbqkbnr/ppp1pppp/3p4/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,b1c3 c7c5 g1e2 g8f6 d2d4 c5d4 e2d4 a7a6 c1e3 e7e5   ,   24 ,    33919 ,32.0    ,
rnbqkbnr/ppp1pppp/3p4/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,b1c3 c7c5 g1e2 g8f6 d2d4 c5d4 e2d4 a7a6 c1e3 e7e5   ,   24 ,    33919 ,32.0    ,
rnbqkbnr/ppp1pppp/3p4/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,g1e2 c7c5 d2d4 g8f6 b1c3 c5d4 e2d4 a7a6 c1e3 e7e5   ,   24 ,    33919 ,31.0    ,
rnbqkbnr/ppp1pppp/3p4/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,g1e2 c7c5 d2d4 g8f6 b1c3 c5d4 e2d4 a7a6 c1e3 e7e5   ,   24 ,    33919 ,31.0    ,
rnbqkbnr/ppp1pppp/3p4/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,c2c3 g8f6 d1c2 g7g6 d2d4 f8g7 g1f3 e8h8 f1d3 c7c5   ,   24 ,    33919 ,23.0    ,
rnbqkbnr/ppp1pppp/3p4/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -              ,c2c3 g8f6 d1c2 g7g6 d2d4 f8g7 g1f3 e8h8 f1d3 c7c5   ,   24 ,    33919 ,23.0    ,
r1bqk2r/ppp2ppp/2np1n2/2b1p3/2B1P3/2NP1Q1P/PPP2PP1/R1B1K1NR b KQkq -  ,c6d4 f3d1 c7c6 a2a3 d6d5 e4d5 c6d5 c4a2 e8h8 g1f3   ,   27 ,    17559 ,-30.0   ,
r1bqk2r/ppp2ppp/2np1n2/2b1p3/2B1P3/2NP1Q1P/PPP2PP1/R1B1K1NR b KQkq -  ,c6d4 f3d1 c7c6 a2a3 d6d5 e4d5 c6d5 c4a2 h7h6 g1f3   ,   21 ,    22812 ,-39.0   ,
r1bqk2r/ppp2ppp/2np1n2/2b1p3/2B1P3/2NP1Q1P/PPP2PP1/R1B1K1NR b KQkq -  ,c8e6 c4b5 e8h8 b5c6 b7c6 g1e2 f6d7 e1h1 d8h4 c1e3   ,   21 ,    22812 ,-13.0   ,
r1bqk2r/ppp2ppp/2np1n2/2b1p3/2B1P3/2NP1Q1P/PPP2PP1/R1B1K1NR b KQkq -  ,a7a5 g1e2 c8e6 c4b5 f6d7 b5c6 b7c6 c1e3 e8h8 e1h1   ,   21 ,    22812 ,0.0     ,
r1bqk2r/ppp2ppp/2np1n2/2b1p3/2B1P3/2NP1Q1P/PPP2PP1/R1B1K1NR b KQkq -  ,c6a5 c4b3 c7c6 g1e2 b7b5 c1d2 a5b3 a2b3 a7a5 e2g3   ,   21 ,    22812 ,9.0     ,
r1bqk2r/ppp2ppp/2np1n2/2b1p3/2B1P3/2NP1Q1P/PPP2PP1/R1B1K1NR b KQkq -  ,c6b4 c4b3 c8e6 a2a3 b4c6 g1e2 c6d4 e2d4 c5d4 e1h1   ,   21 ,    22812 ,12.0    ,
1R6/4q2k/5pn1/b2pB2p/2pP2b1/p1P5/P1r2PP1/1Q3NK1 w - -                 ,b8b7 g4d7 e5f6 c2b2 f6e7 b2b1 b7b1 d7f5 b1b7 f5c8   ,   29 ,    19766 ,370.0   ,
1R6/4q2k/5pn1/b2pB2p/2pP2b1/p1P5/P1r2PP1/1Q3NK1 w - -                 ,b8b7 g4d7 e5f6 c2b2 f6e7 b2b1 b7b1 a5c3 e7a3 d7e6   ,   23 ,    19675 ,335.0   ,
1R6/4q2k/5pn1/b2pB2p/2pP2b1/p1P5/P1r2PP1/1Q3NK1 w - -                 ,e5f6 e7f6 b8b7 h7g8 b1c2 a5d8 c2a4 g6f4 a4e8 f6f8   ,   23 ,    19675 ,24.0    ,
1R6/4q2k/5pn1/b2pB2p/2pP2b1/p1P5/P1r2PP1/1Q3NK1 w - -                 ,b1c2 f6e5 b8b5 a5c7 b5d5 h7g7 f1e3 g6f4 d5c5 e5d4   ,   23 ,    19675 ,-57.0   ,
1R6/4q2k/5pn1/b2pB2p/2pP2b1/p1P5/P1r2PP1/1Q3NK1 w - -                 ,b8b7 g4d7 e5f6 c2b2 f6e7 b2b1 b7b1 d7f5 b1b7 f5c8   ,   20 ,    23162 ,325.0   ,
1R6/4q2k/5pn1/b2pB2p/2pP2b1/p1P5/P1r2PP1/1Q3NK1 w - -                 ,e5f6 e7f6 b8b7 h7g8 b1c2 g4e6 b7a7 a5b6 a7a3 g6f4   ,   20 ,    23162 ,35.0    ,
1R6/4q2k/5pn1/b2pB2p/2pP2b1/p1P5/P1r2PP1/1Q3NK1 w - -                 ,b1c2 f6e5 b8b5 a5c7 b5d5 h7g7 f1e3 g6f4 d5c5 e5d4   ,   20 ,    23162 ,-53.0   ,
1R6/4q2k/5pn1/b2pB2p/2pP2b1/p1P5/P1r2PP1/1Q3NK1 w - -                 ,f1e3 c2b2 b8b2 a3b2 e3d5 e7e6 d5f6 h7h6 f6g4 h5g4   ,   20 ,    23162 ,-250.0  ,
1R6/4q2k/5pn1/b2pB2p/2pP2b1/p1P5/P1r2PP1/1Q3NK1 w - -                 ,b8b7 g4d7 e5f6 c2b2 f6e7 b2b1 b7b1 d7f5 b1b7 f5c8   ,   18 ,     9394 ,308.0   ,
1R6/4q2k/5pn1/b2pB2p/2pP2b1/p1P5/P1r2PP1/1Q3NK1 w - -                 ,e5f6 e7f6 b8b7 h7h6 b1c2 a5d8 c2c1 f6f4 c1a3 g4e2   ,   18 ,     9394 ,17.0    ,
1R6/4q2k/5pn1/b2pB2p/2pP2b1/p1P5/P1r2PP1/1Q3NK1 w - -                 ,b1c2 f6e5 b8b5 a5c7 b5d5 h7g7 f1e3 g6f4 d5c5 e5d4   ,   18 ,     9394 ,-47.0   ,
1R6/4q2k/5pn1/b2pB2p/2pP2b1/p1P5/P1r2PP1/1Q3NK1 w - -                 ,f1e3 c2b2 b8b2 a3b2 e3d5 e7e6 d5f6 h7h6 b1b2 g6e5   ,   18 ,     9394 ,-238.0  ,
1R6/4q2k/5pn1/b2pB2p/2pP2b1/p1P5/P1r2PP1/1Q3NK1 w - -                 ,e5d6 e7e2 b1b7 g6e7 g1h2 c2b2 b7a7 b2b8 d6b8 a5d8   ,   18 ,     9394 ,-301.0  ,
rnbqkb1r/pp1p1ppp/4pn2/2p5/2P5/2N1P3/PP1P1PPP/R1BQKBNR w KQkq -       ,g1f3 d7d5 d2d4 b8c6 c4d5 e6d5 f1b5 c5d4 f3d4 c8d7   ,   34 ,    70945 ,16.0    ,
rnbqkb1r/pp1p1ppp/4pn2/2p5/2P5/2N1P3/PP1P1PPP/R1BQKBNR w KQkq -       ,d2d4 d7d5 g1f3 b8c6 c4d5 e6d5 f1b5 c5d4 f3d4 c8d7   ,   34 ,    70945 ,14.0    ,
rnbqkb1r/pp1p1ppp/4pn2/2p5/2P5/2N1P3/PP1P1PPP/R1BQKBNR w KQkq -       ,d2d4 d7d5 g1f3 b8c6 c4d5 e6d5 f1b5 c5d4 f3d4 c8d7   ,   34 ,    70945 ,14.0    ,
rnbqkb1r/pp1p1ppp/4pn2/2p5/2P5/2N1P3/PP1P1PPP/R1BQKBNR w KQkq -       ,g1f3 d7d5 d2d4 b8c6 a2a3 d5c4 f1c4 a7a6 c4a2 b7b5   ,   25 ,    52922 ,21.0    ,
rnbqkb1r/pp1p1ppp/4pn2/2p5/2P5/2N1P3/PP1P1PPP/R1BQKBNR w KQkq -       ,d2d4 d7d5 g1f3 b8c6 a2a3 d5c4 f1c4 a7a6 c4d3 c5d4   ,   25 ,    52922 ,17.0    ,
rnbqkb1r/pp1p1ppp/4pn2/2p5/2P5/2N1P3/PP1P1PPP/R1BQKBNR w KQkq -       ,b2b3 b8c6 g1f3 d7d5 c4d5 e6d5 c1b2 d5d4 c3a4 c8d7   ,   25 ,    52922 ,5.0     ,
rnbqkb1r/pp1p1ppp/4pn2/2p5/2P5/2N1P3/PP1P1PPP/R1BQKBNR w KQkq -       ,f1e2 d7d5 c4d5 e6d5 d2d4 c5d4 e3d4 h7h6 e2f3 f8b4   ,   25 ,    52922 ,1.0     ,
rnbqkb1r/pp1p1ppp/4pn2/2p5/2P5/2N1P3/PP1P1PPP/R1BQKBNR w KQkq -       ,h2h3 d7d5 d2d4 c5d4 e3d4 f8b4 c4d5 f6d5 c1d2 e8h8   ,   25 ,    52922 ,0.0     ,
